Sample ID,Classifications,Cell Culture Media,LINE,Gender,Doubling time (hr),C4-POS RAW FILE,HILIC-POS RAW FILE,HILIC-NEG RAW FILE,glycine,alanine,serine,threonine,methionine,aspartate,glutamate,asparagine,glutamine,histidine,arginine,lysine,valine,leucine,isoleucine,phenylalanine,tyrosine,tryptophan,proline,cis/trans-hydroxyproline,ornithine,citrulline,taurine,5-HIAA,serotonin,GABA,acetylglycine,dimethylglycine,homocysteine,SDMA/ADMA,NMMA,allantoin,anthranilic acid,kynurenic acid,5-adenosylhomocysteine,carnosine,N-carbamoyl-beta-alanine,thiamine,niacinamide,betaine,choline,alpha-glycerophosphocholine,acetylcholine,creatine,creatinine,thyroxine,trimethylamine-N-oxide,hexoses (HILIC pos),adenosine,thymidine,xanthosine,2-deoxyadenosine,2-deoxycytidine,cotinine,pipecolic acid,pyroglutamic acid,1-methylnicotinamide,butyrobetaine,putrescine,methionine sulfoxide,carnitine,acetylcarnitine,propionylcarnitine,malonylcarnitine,butyrylcarnitine/isobutyrylcarnitine,valerylcarnitine/isovalerylcarnitine/2-methylbutyroylcarnitine,hexanoylcarnitine,heptanoylcarnitine,lauroylcarnitine,myristoylcarnitine,palmitoylcarnitine,stearoylcarnitine,oleylcarnitine,arachidonyl_carnitine,sarcosine,beta-alanine,anserine
NCIH1781_LUNG,lung_NSC,RPMI 1640 + 10% FBS,Batch_2,female,159.5,129-CCLE-Batch_2-LIP-NCI-H1781.wiff,129-CCLE-Batch_2-HIL-NCI-H1781.wiff,129-CCLE_Batch_2_-CMH-NCI-H1781.wiff,3451,144343,245797,162939,195374,383355,975990,312756,4394513,1239441,3136854,830899,744621,4135208,4296108,2031179,76902,207732,5404365,407499,1287924,30925,79481,,,13017,1630,57726,,186919,,67175,3413,,1658,44110,4506,907959,185778,2743638,4568230,52631,7016,941150,665254,,7646,,11656,21406,,12850,18642,9117,,600180,1888,166532,74811,33839,234534,751623,342074,7925,113529,114170,8545,,479,3311,5961,497,7786,,,,
HEPG2_LIVER,liver,EMEM + 10% FBS,Batch3,male,111.3254082,0128-CCL_Batch3_LIP-HepG2.wiff,128-CCLE-batch3-HIL-HepG2.wiff,0128-CCL_Batch_3_CMH-HepG2.wiff,10860,531535,195731,758466,208541,218473,3674165,107150,4423402,4002331,2573578,1363927,1157181,2417395,3782736,3717998,372881,541408,15162758,155954,717687,38963,511084,4246,,2183,3769,91749,9138,354131,31340,102668,3635,18015,13098,35738,2643,1512449,292362,7961286,661836,906344,1294,9905004,1080484,383,9629,808,1103,2773,13630,2494,10923,3302,19146,521867,718,1819303,342327,9592,2170351,8583372,2637087,42375,2158802,157936,12137,896,4458,3191,1700,136,2529,,2012,7881,1203
JL1_PLEURA,mesothelioma,DMEM + 10% FBS,Batch_2,male,60.5891529,128-CCLE-Batch_2-LIP-JL-1.wiff,128-CCLE-Batch_2-HIL-JL-1.wiff,128-CCLE_Batch_2_-CMH-JL-1.wiff,18736,510858,345751,801780,416197,411830,4235452,14340,7583361,1439093,1159104,2764600,2630288,7731215,7951439,8716193,263226,564576,7243450,393835,568568,33015,439613,998,19751,55293,,99798,682,298917,,119678,913,,2561,47623,19445,3424675,661968,5472281,7306302,1231164,70037,4613967,1328490,,10103,,57233,16239,,2646,36294,6347,,1045024,6359723,1166945,467305,17680,1564521,7695623,468824,34110,675502,51957,9303,,360,6857,16950,6079,30188,,,,
SET2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,leukemia_other,RPMI 1640 + 10% FBS,Batch3,female,NA,0127-CCL_Batch3_LIP-Set-2.wiff,127-CCLE-batch3-HIL-Set-2.wiff,0127-CCL_Batch_3_CMH-Set-2.wiff,1545,29368,28214,27118,8274,64696,658581,40035,363049,63448,255124,24151,60404,164382,176267,96808,5133,17153,475442,73049,42422,1382,46556,,4343,48815,,2257,,12076,534,6894,485,,1023,1535,,54216,13013,453337,2108220,258507,2379,339063,48289,,5076,,3651,,661,259,512,24440,,17277,5800,32167,527683,1254,22061,58302,15178,709,45847,19024,1148,,1115,2162,9574,3233,5417,665,,2286,
NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,multiple_myeloma,RPMI 1640 + 10% FBS,Batch_2,female,87.1,127-CCLE-Batch_2-LIP-NCI-H929.wiff,127-CCLE-Batch_2-HIL-NCI-H929.wiff,127-CCLE_Batch_2_-CMH-NCI-H929.wiff,8060,308117,77643,74434,43448,199591,3216312,197544,1183742,276010,390008,65543,198694,771752,839119,526320,24566,81869,3669352,567445,107939,4556,403975,,,12316,,8209,,54845,,11351,,,9311,2283,6451,87229,261028,2728531,2184144,359600,,2200942,111607,,9072,,23507,1546,,579,25860,8420,,67811,,1152256,335961,6406,338782,2064957,184769,24564,100837,567090,6401,,,,888,,,,,,
KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphoma_DLBCL,RPMI 1640 + 20% FBS,Batch3,female,53,0126-CCL_Batch3_LIP-KARPAS-422.wiff,126-CCLE-batch3-HIL-KARPAS-422.wiff,0126-CCL_Batch_3_CMH-KARPAS-422.wiff,1357,27625,22925,18258,5126,152842,808125,25163,77386,150698,267582,27729,44622,101376,110133,70316,3682,14293,288797,54805,51656,1706,327669,,825,4032,,2702,,12115,899,6970,384,,901,1274,1482,13854,10404,607284,332377,892176,979,86183,32283,,5450,,3052,925,696,11573,5285,19643,2061,6589,675,92710,64282,838,31022,147230,43184,,243969,2722,449,,,,179,,216,542,,4883,
NCIH2170_LUNG,lung_NSC,RPMI 1640 + 10% FBS,Batch_2,male,50.41853415,126-CCLE-Batch_2-LIP-NCI-H2170.wiff,126-CCLE-Batch_2-HIL-NCI-H2170.wiff,126-CCLE_Batch_2_-CMH-NCI-H2170.wiff,9663,645338,211830,177358,156556,256775,1368755,586550,674665,956677,2934757,470062,459728,2449348,2768526,1901932,79673,218253,10158961,792436,897288,38271,1120457,364,2529,214729,,69580,2726,177970,,64942,988,,13744,19532,2290,1184063,190719,3591136,2615357,469371,7319,5069624,902638,,9453,,43677,57272,,17465,10663,11437,,570537,1715,583182,783077,28944,630612,2017643,2019465,14162,468549,503242,11074,,476,3575,5594,1409,5489,,4268,,
WM2664_SKIN,melanoma,EMEM + 10% FBS,Batch3,female,126.7584346,0125-CCL_Batch3_LIP-WM-266-4.wiff,125-CCLE-batch3-HIL-WM-266-4.wiff,0125-CCL_Batch_3_CMH-WM-266-4.wiff,3185,159239,120832,404011,183044,134189,2604730,118839,4089069,2936500,2260413,1063231,1461969,3680977,4228738,3990628,192955,365116,7187435,62578,302392,20149,755805,704,11403,13296,971,38806,2154,174939,12024,52137,710,2709,3590,34753,32685,1030200,167359,3626532,2476995,291059,1330,5995252,453072,497,10540,1602,44333,2892,7306,2409,2252,21378,5941,331471,292569,827159,51103,8630,1041534,3464730,500342,14130,554028,163489,5511,1480,1316,1969,2765,461,2574,624,1172,35998,765
SKMEL2_SKIN,melanoma,EMEM + 10% FBS,Batch_2,male,38.2664841,125-CCLE-Batch_2-LIP-SK-MEL-2.wiff,125-CCLE-Batch_2-HIL-SK-MEL-2.wiff,125-CCLE_Batch_2_-CMH-SK-MEL-2.wiff,4623,247311,60170,357797,168252,341577,2370374,75721,3028375,2063882,2499966,1256834,1318263,3511094,3762625,3938345,139530,388863,6043724,136859,281798,16619,718954,1611,4938,11699,,42096,2742,148390,,39601,860,,3045,18082,3365,1621939,169563,2661032,2305225,1580367,113187,7357505,587523,,12039,,100175,1920,,10299,7396,6965,,467356,1196105,1088622,267037,7909,1108057,7401974,5405914,18967,856108,219647,5104,,799,8571,1623,623,5094,,,,
MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,multiple_myeloma,RPMI 1640 + 10% FBS,Batch3,female,58.7,0124-CCL_Batch3_LIP-MM1-S.wiff,124-CCLE-batch3-HIL-MM1-S.wiff,0124-CCL_Batch_3_CMH-MM1-S.wiff,4351,87473,66502,67046,33855,197892,2247902,198100,957434,508576,583258,65029,94036,669904,734440,380638,19395,55314,2205177,284263,83357,5357,469852,,774,3201,,8574,201,36960,1634,9236,378,621,3850,2802,3344,128486,45197,2656777,3013713,27763,3048,2471533,75478,,7703,,764,5727,1069,491,38505,6686,1951,43274,601,592076,49548,3925,1057907,2782390,557400,32133,847490,1244011,6665,1736,359,1318,3351,2199,1691,637,,11498,
NCIN87_STOMACH,stomach,RPMI 1640 + 10% FBS,Batch_2,male,73.38769031,124-CCLE-Batch_2-LIP-NCI-N87.wiff,124-CCLE-Batch_2-HIL-NCI-N87.wiff,124-CCLE_Batch_2_-CMH-NCI-N87.wiff,9820,476631,74802,140311,112111,232893,1797874,515281,644898,846557,1994139,258679,391708,1638380,2036534,1241854,67737,145660,6693288,887928,777495,18160,956556,,,362538,,55792,4025,181386,,55993,743,,3415,56087,8112,1326208,72153,3865618,960364,727220,5751,5150543,818774,,9716,,28534,,,5785,814,6575,,361392,8313363,1326402,1340869,25822,1255038,4431971,1121163,18063,548756,518270,9281,,1074,11930,5249,1012,1944,,2234,,
L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,multiple_myeloma,RPMI 1640 + 15% FBS,Batch3,female,38.9,0123-CCL_Batch3_LIP-L-363.wiff,123-CCLE-batch3-HIL-L-363.wiff,0123-CCL_Batch_3_CMH-L-363.wiff,3180,134364,55628,43024,29128,147553,1699133,130548,246279,505919,373136,44020,97349,635827,735842,383228,18439,67661,3300797,206732,76198,7145,580378,,1232,8640,743,10346,,33745,1681,9539,478,597,4418,3282,1257,135758,32097,3273884,2707326,1280558,3610,1591496,89520,,6062,,1256,443,1290,387,19220,3050,,27177,1116,553082,133995,3772,489667,1154225,183295,17128,556947,467161,5610,986,,449,1278,488,403,421,,10931,
HCC1954_BREAST,breast,RPMI 1640 + 10% FBS,Batch_2,female,48.71967159,0348-CCL_Batch3_LIP-HCC1954.wiff,123-CCLE-Batch_2-HIL-HCC1954.wiff,0348-CCL_Batch_3_CMH-HCC1954.wiff,7574,284376,140763,125441,139885,128583,1453151,334278,3567429,1090689,2832968,465290,522431,2693820,3152597,1490124,70609,131356,5699670,427498,445312,14878,668802,579,2025,26841,,49259,4051,180420,5876,66094,7424,4783,3045,22675,6426,1096657,118595,3535317,3095964,45956,1334,2589273,667708,288,10923,2913,12417,2159,5316,6132,7621,16022,2782,649660,4422745,752530,663787,18384,1219318,5236444,361561,30864,837747,1004829,6028,342,1023,2361,4800,1533,6482,357,2738,44532,436
OC316_OVARY,ovary,RPMI 1640 + 5% FBS,Batch3,female,22.29188983,0122-CCL_Batch3_LIP-OC316.wiff,122-CCLE-batch3-HIL-OC316.wiff,0122-CCL_Batch_3_CMH-OC316.wiff,5238,2644615,102169,81018,151355,863742,6533263,987366,4737609,1678163,6068789,164319,149991,5605480,8656871,571127,141533,117088,27127950,1039144,525009,22109,933382,271,781,82360,2157,38323,10223,429757,32928,46747,1549,4629,11885,16026,16292,893090,178590,4586289,1830446,680654,1232,11538143,977758,308,4746,,829,6644,5902,3884,130423,4433,8079,865837,19518,2736807,1063733,18187,2808161,15795349,2621926,36703,257558,236116,6031,428,2192,3028,1337,782,1129,,7862,241075,638
NCIH226_LUNG,lung_NSC,RPMI 1640 + 10% FBS,Batch_2,male,56.49085394,122-CCLE-Batch_2-LIP-NCI-H226.wiff,122-CCLE-Batch_2-HIL-NCI-H226.wiff,122-CCLE_Batch_2_-CMH-NCI-H226.wiff,5729,200179,101218,153097,202506,462510,5527393,587298,4165133,1300118,2906659,497359,562356,4149012,4855125,1718822,83611,192714,10099408,806100,1114216,24332,435181,,855,37011,,70507,5965,226089,,63107,2786,,4692,34557,37305,1072694,20319,4100916,4982772,608106,14792,3628274,721389,284,7682,,26626,5911,,1971,19224,13354,,553124,1495962,1236042,1047811,23429,1097578,16255041,402079,55170,905399,300969,14632,,1115,3076,2166,,2807,,1534,,
NCIH1755_LUNG,lung_NSC,RPMI 1640 + 10% FBS,Batch3,female,55.5,0121-CCL_Batch3_LIP-NCI-H1755.wiff,121-CCLE-batch3-HIL-NCI-H1755.wiff,0121-CCL_Batch_3_CMH-NCI-H1755.wiff,386,30325,21404,17412,15187,66483,362079,37566,63098,385374,561424,68495,64097,373107,408621,226748,11683,37369,598925,53052,70450,3915,64142,,,25243,,7064,,20075,1058,4414,530,452,3494,2076,2067,85655,24980,734698,943678,55720,2663,273931,35837,,7911,,1838,190,933,763,267,3403,,27456,1334952,78377,141106,2957,258534,328184,63147,3740,158083,164818,1040,,557,2582,13533,13443,13096,897,,5082,
ONCODG1_OVARY,ovary,RPMI 1640 + 10% FBS,Batch_2,female,61.71862143,121-CCLE-Batch_2-LIP-ONCO-DG-1.wiff,121-CCLE-Batch_2-HIL-ONCO-DG-1.wiff,121-CCLE_Batch_2_-CMH-ONCO-DG-1.wiff,5311,284309,304578,168824,150677,223054,1783888,415673,4446723,895839,2439876,525991,600035,2847169,2998627,1798744,70876,203952,7940017,598511,826762,24991,30441,712,7229,60114,,84395,,230041,,86944,2491,,5340,44235,2381,763952,164346,3959554,4198152,111614,448460,2499797,955814,,9720,,10746,11002,,2775,14914,15765,,440481,23024,332764,686988,16694,346471,1059645,353799,9729,548495,540306,9151,,,6132,10644,2294,9252,,,,
A498_KIDNEY,kidney,EMEM + 10% FBS,Batch_2,male,38.39467788,120-CCLE-Batch_2-LIP-A-498.wiff,120-CCLE-Batch_2-HIL-A-498.wiff,120-CCLE_Batch_2_-CMH-A-498.wiff,4368,353817,66693,230324,115068,120389,3773352,65722,1387260,1121734,1616560,802960,985249,2405522,2479048,2815210,99860,298553,7944643,111292,142422,16882,1521534,657,13867,36931,,59181,2412,126648,,49731,681,,17769,14340,19892,805599,78903,2815058,4729819,1235751,10756,6657606,588835,,11646,,39312,1063,,2998,4547,10703,,349833,2433991,819968,1187811,6698,1487987,6728434,397766,15782,603736,50292,7683,,478,3291,1996,,2588,,2054,,
MDAMB175VII_BREAST,breast,RPMI 1640 + 10% FBS,Batch3,female,100.1,0119-CCL_Batch3_LIP-MDA-MB-175-VII.wiff,119-CCLE-batch3-HIL-MDA-MB-175-VII.wiff,0119-CCL_Batch_3_CMH-MDA-MB-175-VII.wiff,7390,728983,683131,460942,549608,370313,1292568,900644,11655003,3657522,6940985,2371133,1547659,7730756,8798924,5324822,230994,573609,8561896,671848,3797187,49481,618938,,,8477,5092,108518,905,500150,52473,179589,3280,12874,2026,73877,8765,2206224,506538,8464173,8857808,95640,31083,3712435,1040351,546,8332,8893,34561,7471,59759,3668,23546,6560,2137,1486861,2593,843907,324921,33866,944456,1158250,689098,57042,137622,380060,37782,3499,12194,40770,140790,18818,40141,700,2382,13931,1818
CFPAC1_PANCREAS,pancreas,IMDM + 10% FBS,Batch_2,male,47.46187911,119-CCLE-Batch_2-LIP-CFPAC-1.wiff,119-CCLE-Batch_2-HIL-CFPAC-1.wiff,119-CCLE_Batch_2_-CMH-CFPAC-1.wiff,1144,81646,51227,135099,60007,60324,514834,26559,1449570,265923,306798,369242,517953,1021443,1008475,1303314,50945,145860,1978703,17372,42770,3003,18638,,,43660,,6754,,33595,,11125,1901,,2664,6708,13228,548658,106503,751135,3550386,60610,9307,123739,89243,,10177,,69293,,,804,616,5694,,152450,2034556,125734,354158,5709,118761,756712,114750,5120,70173,32454,7101,,,8561,19710,2773,20011,,,,
JHH2_LIVER,liver,EMEM + 10% FBS,Batch3,male,NA,0118-CCL_Batch3_LIP-JHH-2.wiff,118-CCLE-batch3-HIL-JHH-2.wiff,0118-CCL_Batch_3_CMH-JHH-2.wiff,4487,219663,150536,345797,178470,173579,2039224,86011,3047489,2763342,2352160,1129322,1080629,3558768,4038939,4153853,171653,513987,1819967,39470,316167,12568,10616,445,545,12051,1562,35472,2418,136030,7208,40278,5769,6482,1884,19465,23425,955994,81055,2808144,1751658,1492508,1786,4709474,279261,307,8579,505,1360,468,7333,253,162,5216,3274,262315,4810119,329455,517321,8914,883971,2213550,750894,16800,519190,150894,3624,620,2311,4867,19771,10987,21691,,1484,7779,687
NCIH2291_LUNG,lung_NSC,RPMI 1640 + 10% FBS,Batch_2,male,415.2,118-CCLE-Batch_2-LIP-NCI-H2291.wiff,118-CCLE-Batch_2-HIL-NCI-H2291.wiff,118-CCLE_Batch_2_-CMH-NCI-H2291.wiff,3204,102661,35162,35651,20822,247531,683561,55721,394869,221590,438668,124840,150094,439242,425160,294109,13476,45632,2494283,167925,148390,3998,74578,,,23752,,11518,,42162,,28661,,,5431,8094,27561,211541,68331,2113818,3084813,1213867,,678526,165645,,10624,,40791,,,9373,,13805,,39999,1520,303631,260008,3990,362307,621736,266480,8774,69153,8603,6044,,122,7023,13512,1603,3223,,1433,,
ESS1_ENDOMETRIUM,endometrium,RPMI 1640 + 20% FBS,Batch3,female,44.67617613,0117-CCL_Batch3_LIP-ESS-1.wiff,117-CCLE-batch3-HIL-ESS-1.wiff,0117-CCL_Batch_3_CMH-ESS-1.wiff,6269,292759,379317,236675,251710,326251,2886873,555371,4257859,2169736,4748274,1002592,1047586,5767874,6095255,3560099,174033,291026,7261773,510773,1020224,38934,58219,1051,8665,47603,3030,100493,4415,433284,20110,155249,16110,18350,2388,69092,44129,1031083,147795,6383587,7015815,1267382,8720,2237774,834779,941,10123,1977,38070,25417,17360,56303,31760,4253,7111,459883,2214090,681722,886610,19101,910280,4374339,570686,17560,452829,507235,12208,2993,829,581,1697,678,914,868,2450,8463,1863
EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,multiple_myeloma,IMDM + 20% FBS,Batch_2,female,93.9,117-CCLE-Batch_2-LIP-EJM.wiff,117-CCLE-Batch_2-HIL-EJM.wiff,117-CCLE_Batch_2_-CMH-EJM.wiff,7283,381932,312718,645076,383998,243523,1603506,132580,5468926,2088515,1499910,3500450,2658783,8277682,8066997,8075044,265413,601253,8097837,60932,869868,45413,235647,1281,21184,7076,,123557,,345429,,118419,1207,,1650,49172,3206,3906227,745632,5443042,6611933,398214,7692335,1475954,1255948,286,8576,,5422,4783,,873,25257,7593,,1632096,1442,685078,220695,17198,610854,1313886,550388,9353,496471,893337,12308,,,11999,17923,3198,69628,,,,
JHOS2_OVARY,ovary,DMEM;F12 = 1;1 + 10% FBS,Batch3,female,93.24143663,0116-CCL_Batch3_LIP-JHOS-2.wiff,116-CCLE-batch3-HIL-JHOS-2.wiff,0116-CCL_Batch_3_CMH-JHOS-2.wiff,12204,404291,443152,733774,411630,225886,2152735,138922,6671168,4215099,5064626,4216033,2901799,8351833,8231331,8444935,362512,633651,7317388,45342,754150,31712,193578,502,3552,65585,1846,68193,332,304738,21813,103865,1765,10105,943,58147,12188,3619434,561859,5063750,10384105,2682529,24890,974508,569207,485,7834,7188,15838,126600,9475,13192,2849,6212,2574,759900,1955416,667997,637592,21898,1256144,3776621,554821,23788,411283,252671,10399,1961,877,1795,2200,1216,3011,582,2015,8006,1063
OE21_OESOPHAGUS,esophagus,RPMI 1640 + 10% FBS,Batch_2,male,38.43603176,116-CCLE-Batch_2-LIP-OE21.wiff,116-CCLE-Batch_2-HIL-OE21.wiff,116-CCLE_Batch_2_-CMH-OE21.wiff,6387,307440,325126,248560,321037,261726,2402529,579226,4301165,1909274,4283302,1044477,997744,5961316,5745938,3763757,161129,420793,7301809,673867,850584,22496,148994,,335,139713,,93791,4036,262093,,96278,8342,,4966,27111,7322,1387041,263014,4238828,5598188,119805,,2596587,960069,,7624,,26266,,,5443,12555,4806,,633638,1267,386418,924008,39075,368586,1619102,339885,9741,274340,116738,9197,,637,2488,3450,637,3794,,2104,,
MCF7_BREAST,breast,EMEM + 10% FBS,Batch3,female,62.03777894,0115-CCL_Batch3_LIP-MCF7.wiff,115-CCLE-batch3-HIL-MCF7.wiff,0115-CCL_Batch_3_CMH-MCF7.wiff,6139,365567,140187,750561,339202,517999,1729801,228887,7849736,3915797,4063509,2183619,2360694,5839952,6861759,7598364,352879,734144,7127296,106337,355643,21826,870032,1232,9713,31024,3761,58256,3214,358894,25789,70006,14149,7019,6051,24700,4893,1439487,213633,4246711,2832247,1668317,12230,2732784,598775,382,7769,2491,51297,17199,7857,21029,124024,26002,6694,481842,1346,1470711,892999,10352,1466292,8450680,2609635,38742,13425293,223143,31652,1545,2314,5348,5739,1003,14929,1207,2681,10635,618
RERFLCAI_LUNG,lung_NSC,MEM + 10% FBS,Batch_2,NA,39.36936265,115-CCLE-Batch_2-LIP-RERF-LC-AI.wiff,115-CCLE-Batch_2-HIL-RERF-LC-AI.wiff,115-CCLE_Batch_2_-CMH-RERF-LC-AI.wiff,1587,177048,25848,411765,223936,47518,1335432,44170,4782785,2206319,2418864,1634308,1645695,5118536,5228152,5049741,181161,500222,4323067,133965,389758,22217,1014154,687,7930,66157,,59704,2157,220666,,82339,1230,,2657,30747,10788,1319238,179181,3498879,2425447,1626385,5153,2260100,877381,260,11531,,12331,15426,,4311,2799,10915,,590504,850265,410889,601598,18462,570657,4292452,1047281,13506,676466,132507,7225,,,1646,3772,754,4823,,,,
LOXIMVI_SKIN,melanoma,RPMI 1640 + 10% FBS,Batch3,male,22.2904227,0114-CCL_Batch3_LIP-LOXIMVI.wiff,114-CCLE-batch3-HIL-LOXIMVI.wiff,0114-CCL_Batch_3_CMH-LOXIMVI.wiff,1350,58883,74727,121001,133705,223598,3770051,546144,3022096,1417422,4798706,420186,403965,3890362,5231092,1747091,108650,171378,8932038,545413,926105,37717,503623,679,3031,49641,2805,64093,10375,285694,16418,92380,7045,13135,4478,33299,105300,1387718,141480,5400349,5184396,152337,750,2327984,561602,370,6976,895,1038,4774,9213,6789,24623,2363,3533,516716,4427334,290723,543932,16991,349479,999149,366378,6954,104509,150378,6395,1378,399,584,739,184,725,320,1124,52151,1063
697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,leukemia_other,RPMI 1640 + 10% FBS,Batch_2,male,43.2,114-CCLE-Batch_2-LIP-697.wiff,114-CCLE-Batch_2-HIL-697.wiff,114-CCLE_Batch_2_-CMH-697.wiff,8767,81015,84031,88196,36588,41855,2541955,224290,2503251,182764,1007118,105868,185851,728999,766750,462228,21664,72255,6854710,716779,149112,4698,366698,,576,287243,,6734,,41310,,13031,,,16355,985,3514,237452,71477,947488,2019710,64088,55244,108687,110454,,8797,,18930,,,,166,12957,,50494,2784,276668,1614115,3869,249780,2054459,234689,12687,673808,225044,10042,,,,1437,,967,,,,
MOLM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CML,RPMI 1640 + 20% FBS,Batch3,male,NA,0113-CCL_Batch3_LIP-MOLM-6.wiff,113-CCLE-batch3-HIL-MOLM-6.wiff,0113-CCL_Batch_3_CMH-MOLM-6.wiff,3136,40622,52089,47571,25780,36193,1206614,79726,869973,325571,848187,112179,150319,553804,600877,326280,16778,42142,4406509,152423,292121,5541,159909,388,3075,11265,1744,16660,279,59885,2828,20257,918,467,355,7983,5270,220325,35121,1701458,4220851,334252,20386,152314,137604,,6650,1047,2573,946,2483,588,125,9921,2103,71418,4772,449101,152673,3254,583414,5682719,369808,18612,281205,113359,9540,464,1395,1190,3686,752,2356,1004,,3336,139
HUPT3_PANCREAS,pancreas,EMEM + 10% FBS,Batch_2,male,49.17614679,113-CCLE-Batch_2-LIP-HUP-T3.wiff,113-CCLE-Batch_2-HIL-HUP-T3.wiff,113-CCLE_Batch_2_-CMH-HUP-T3.wiff,5525,764028,44868,507365,217152,370433,2130816,119861,3635092,2605099,2192996,1509249,1658644,4538339,5112370,5370131,196514,488187,6087575,248188,655558,22258,605121,938,11779,110699,,60044,3346,259817,,69238,1872,,8621,49123,23126,1937074,219730,4028929,2820175,2868576,31736,5763215,876963,,11438,,55313,10171,,14976,3408,15362,,833443,51913,1100337,706466,9659,1652655,9800554,1515895,72359,3430894,404882,6488,,,3272,2172,723,,,2407,,
HDLM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphoma_Hodgkin,RPMI 1640 + 10% FBS,Batch3,male,NA,0112-CCL_Batch3_LIP-HDLM-2.wiff,112-CCLE-batch3-HIL-HDLM-2.wiff,0112-CCL_Batch_3_CMH-HDLM-2.wiff,5215,46511,62310,73327,47695,59330,612385,165158,1428630,467932,1053040,117356,193174,870909,992376,527273,27808,63858,2686808,251335,231599,3846,150734,,816,24265,,10376,256,54854,2254,12318,929,311,,5345,2449,196821,33235,1295945,1241159,723756,3511,781095,96858,,5369,1135,2192,3305,1414,5573,4572,18911,2641,90357,1343,279077,365315,4562,216027,1567545,344664,5465,169218,355988,11263,473,13034,5974,7895,1627,17603,953,,4503,
KG1C_CENTRAL_NERVOUS_SYSTEM,glioma,DMEM + 10% FBS,Batch_2,male,NA,112-CCLE-Batch_2-LIP-KG-1-C.wiff,112-CCLE-Batch_2-HIL-KG-1-C.wiff,112-CCLE_Batch_2_-CMH-KG-1-C.wiff,27515,497416,392733,1164006,490269,620634,3886009,41828,8725981,1967292,1432769,3590392,3873912,10079097,10318361,10435114,357931,853699,5837682,454651,601803,46612,1443087,2570,27294,241369,933,112687,3075,300678,,110065,3875,,3922,48423,121865,4808263,748596,4669249,8876081,1023511,10276,3720259,1180003,,13133,,53725,27197,,1347,114243,12601,,1464521,9979846,1630655,320651,20455,2691853,3418757,3948031,9967,747944,415997,9454,,1673,12166,34551,3021,39118,,1881,,
WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphoma_DLBCL,RPMI 1640 + 10% FBS,Batch3,male,31.4,0111-CCL_Batch3_LIP-WSU-DLCL2.wiff,111-CCLE-batch3-HIL-WSU-DLCL2.wiff,0111-CCL_Batch_3_CMH-WSU-DLCL2.wiff,3211,277291,48074,48961,47639,31930,200966,199756,91273,542063,3412312,214499,141691,1353539,1751827,559822,39072,57563,4155348,255037,1066595,9114,20175,,,1625,2136,26972,,202140,14718,53200,1232,8193,274,22399,1333,875857,129339,2573383,2970385,29683,,266937,321446,92,6548,,232,12152,8096,571,922,5543,,335155,1228,99948,43336,9090,139928,478068,246155,2411,57989,25682,2540,668,,,239,,457,,,3068,358
NCIH1355_LUNG,lung_NSC,DMEM;F12 = 1;1 + 10% FBS,Batch_2,male,82.94641647,111-CCLE-Batch_2-LIP-NCI-H1355.wiff,111-CCLE-Batch_2-HIL-NCI-H1355.wiff,111-CCLE_Batch_2_-CMH-NCI-H1355.wiff,15915,343789,174536,730949,232684,193595,2102275,79739,9210774,1572880,2344863,1772257,1688128,4704420,4538246,5026782,186433,419545,7422736,88286,505505,31370,501991,488,1849,739950,,62314,9444,241139,,78821,3134,,9715,25699,1795,2659489,241152,5662775,8904334,279842,350140,1750149,734117,,6469,,29577,4238,,4247,5732,3466,,611904,3976049,2272767,1367846,19925,2863405,10520908,2437731,26261,1314286,3609029,19233,,2103,14977,3982,,3243,,,,
PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphoma_DLBCL,RPMI 1640 + 10% FBS,Batch3,male,41.3,0110-CCL_Batch3_LIP-Pfeiffer.wiff,110-CCLE-batch3-HIL-Pfeiffer.wiff,0110-CCL_Batch_3_CMH-Pfeiffer.wiff,3479,236448,91112,94060,127826,96774,362175,275505,1587920,1443246,4052595,625912,326998,2480404,2803450,1344832,68617,112157,2989419,264996,1008946,12070,14222,476,,3360,1108,29110,,174778,11056,47148,2160,18807,,24310,888,844178,149501,2834403,3280385,24637,1217,249615,389700,247,6157,1117,182,2679,6611,1341,1501,3289,1334,419335,2203,96341,40365,13686,150695,568499,157298,2859,74633,26420,2556,436,292,566,701,,704,,,2134,485
